ticker,strategy,entry_date,entry_price,exit_price,profit_pct,profit_usd,exit_reason
BTC-USD,Mean Reversion,2025-08-14 12:00:00+00:00,118951.2734375,117913.828125,-0.8721599042359979,-13.237367904400815,TIME
BTC-USD,Mean Reversion,2025-08-14 13:00:00+00:00,118488.84375,118234.71875,-0.21447166835063322,-3.250924766753683,TIME
BTC-USD,Mean Reversion,2025-08-15 15:00:00+00:00,117359.5390625,117355.7578125,-0.0032219366488703484,-0.048821851747752124,TIME
ETH-USD,Momentum,2025-07-24 21:00:00+00:00,3726.8505859375,3652.31357421875,-1.9999999999999976,-30.305757758147987,SL
ETH-USD,Momentum,2025-07-31 06:00:00+00:00,3875.21484375,3797.710546875,-1.9999999999999976,-30.214840484873545,SL
ETH-USD,Momentum,2025-08-06 22:00:00+00:00,3682.710693359375,3793.1920141601563,3.0000000000000018,45.18629394512847,TP
ETH-USD,Mean Reversion,2025-07-18 20:00:00+00:00,3526.38818359375,3606.4763793945312,2.2711111661894012,34.36163355760549,TP
ETH-USD,Mean Reversion,2025-07-22 04:00:00+00:00,3670.875244140625,3660.633544921875,-0.27899883645181317,-4.235598480243273,TIME
ETH-USD,Mean Reversion,2025-07-23 12:00:00+00:00,3642.471435546875,3533.1972924804686,-3.000000000000004,-45.52519942572972,SL
ETH-USD,Mean Reversion,2025-07-23 13:00:00+00:00,3595.644775390625,3604.627197265625,0.24981393981067454,3.7738838989255816,TIME
ETH-USD,Mean Reversion,2025-07-23 16:00:00+00:00,3577.80224609375,3586.9423828125,0.2554679127033702,3.860743375419895,TIME
ETH-USD,Mean Reversion,2025-07-28 14:00:00+00:00,3783.0234375,3870.4824829101562,2.31188219832847,34.95156823370406,TP
ETH-USD,Mean Reversion,2025-07-31 19:00:00+00:00,3736.77685546875,3624.6735498046874,-3.000000000000004,-45.51197390810015,SL
ETH-USD,Mean Reversion,2025-08-01 19:00:00+00:00,3513.691162109375,3511.1865234375,-0.07128226575187642,-1.0765325780747044,TIME
ETH-USD,Mean Reversion,2025-08-01 22:00:00+00:00,3473.471923828125,3524.52978515625,1.4699373551248964,22.19719357199006,TIME
ETH-USD,Mean Reversion,2025-08-02 17:00:00+00:00,3420.02197265625,3495.5325927734375,2.20789868371928,33.41449544020402,TP
ETH-USD,Mean Reversion,2025-08-02 18:00:00+00:00,3383.519775390625,3491.0349853515627,3.1776143512719712,48.24950877313137,TP
ETH-USD,Mean Reversion,2025-08-02 19:00:00+00:00,3386.781494140625,3485.92744140625,2.927438555961014,44.66266248589047,TP
ETH-USD,Mean Reversion,2025-08-05 14:00:00+00:00,3577.35205078125,3574.064697265625,-0.09189348627030101,-1.4081354423696875,TIME
ETH-USD,Mean Reversion,2025-08-05 15:00:00+00:00,3564.595947265625,3574.78515625,0.2858447110167161,4.379555103701779,TIME
ETH-USD,Mean Reversion,2025-08-14 12:00:00+00:00,4572.0625,4543.60009765625,-0.6225287240441267,-9.54213156830545,TIME
ETH-USD,Mean Reversion,2025-08-14 16:00:00+00:00,4553.04296875,4478.4375,-1.6385847720317541,-25.092803705263943,TIME
ETH-USD,Mean Reversion,2025-08-14 17:00:00+00:00,4543.60009765625,4534.2041015625,-0.2067962825028723,-3.1590336035357764,TIME
ETH-USD,Mean Reversion,2025-08-15 15:00:00+00:00,4432.56494140625,4425.94189453125,-0.14941793211266094,-2.2818101272867644,TIME
ETH-USD,Mean Reversion,2025-08-15 16:00:00+00:00,4419.248046875,4428.65478515625,0.21285834561610142,3.2499008845994717,TIME
ETH-USD,Mean Reversion,2025-08-15 18:00:00+00:00,4395.7578125,4438.22802734375,0.9661636663189119,14.756004455306059,TIME
SOL-USD,Momentum,2025-07-20 10:00:00+00:00,179.67811584472656,185.06845932006837,3.0000000000000067,45.88473995711871,TP
SOL-USD,Momentum,2025-07-31 18:00:00+00:00,177.57821655273438,174.02665222167968,-2.0000000000000027,-30.72748085795047,SL
SOL-USD,Momentum,2025-08-04 01:00:00+00:00,163.36383056640625,168.26474548339843,2.9999999999999942,45.952947623064766,TP
SOL-USD,Momentum,2025-08-07 00:00:00+00:00,167.95748901367188,172.99621368408202,2.9999999999999947,46.15973588736857,TP
SOL-USD,Mean Reversion,2025-07-23 12:00:00+00:00,194.22792053222656,188.40108291625975,-3.0000000000000067,-46.36745469886191,SL
SOL-USD,Mean Reversion,2025-07-23 13:00:00+00:00,189.90122985839844,184.2041929626465,-2.9999999999999982,-46.1588011527169,SL
SOL-USD,Mean Reversion,2025-07-23 14:00:00+00:00,191.21336364746094,185.47696273803712,-2.9999999999999964,-45.95108654752965,SL
SOL-USD,Mean Reversion,2025-07-24 05:00:00+00:00,182.8954315185547,190.34442749023438,4.072816860340218,62.10272780718126,TP
SOL-USD,Mean Reversion,2025-07-24 06:00:00+00:00,181.559814453125,189.51942977905273,4.384018209041923,67.25634701729285,TP
SOL-USD,Mean Reversion,2025-07-30 11:00:00+00:00,176.9863739013672,180.6256088256836,2.056223224475192,31.752488613536094,TP
SOL-USD,Mean Reversion,2025-07-31 19:00:00+00:00,175.00404357910156,169.7539222717285,-3.0000000000000098,-46.469308693537016,SL
SOL-USD,Mean Reversion,2025-07-31 21:00:00+00:00,173.38937377929688,168.18769256591796,-3.000000000000007,-46.26019680441607,SL
SOL-USD,Mean Reversion,2025-08-01 00:00:00+00:00,170.08941650390625,169.0249786376953,-0.6258107577119543,-9.60661774480411,TIME
SOL-USD,Mean Reversion,2025-08-01 22:00:00+00:00,161.32391357421875,164.31736755371094,1.855555021676943,28.457284238976378,TIME
SOL-USD,Mean Reversion,2025-08-02 17:00:00+00:00,159.22474670410156,159.03848266601562,-0.11698183978404118,-1.799058017725837,TIME
SOL-USD,Mean Reversion,2025-08-02 18:00:00+00:00,156.2754364013672,158.48028564453125,1.4108738352848222,21.69395264593603,TIME
SOL-USD,Mean Reversion,2025-08-02 19:00:00+00:00,157.54275512695312,159.59339904785156,1.3016427948374785,20.056745228990234,TIME
SOL-USD,Mean Reversion,2025-08-15 14:00:00+00:00,187.4707489013672,184.0810546875,-1.8081189912195774,-27.91532989956594,TIME
SOL-USD,Mean Reversion,2025-08-15 15:00:00+00:00,185.75994873046875,184.79783630371094,-0.517933189222508,-7.974620303421904,TIME
SOL-USD,Mean Reversion,2025-08-15 16:00:00+00:00,185.7952880859375,185.66648864746094,-0.06932330728268404,-1.0665421217117106,TIME
